date,village_id,population_density,proximity_to_river,reported_cases,turbidity_ntu,ph_level,rainfall_mm,e_coli_present
2024-12-04,Village_D,205,2.9,1,3.778511031221136,7.55,0.71,0
2024-12-05,Village_D,205,2.9,1,3.8464948651272275,7.52,8.53,0
2024-12-06,Village_D,205,2.9,1,4.59961573700601,7.77,2.21,0
2024-12-07,Village_D,205,2.9,1,3.8250143584793403,7.1,3.21,0
2024-12-08,Village_D,205,2.9,2,3.2854996285566176,7.11,8.26,0
2024-12-09,Village_D,205,2.9,0,0.7984300440134622,7.3,2.52,0
2024-12-10,Village_D,205,2.9,0,2.4777829859029596,7.15,2.46,0
2024-12-11,Village_D,205,2.9,2,4.40120417341452,7.63,3.27,0
2024-12-12,Village_D,205,2.9,0,2.450010958212451,7.79,0.11,0
2024-12-13,Village_D,205,2.9,1,2.086740483062564,7.13,2.56,0
2024-12-14,Village_D,205,2.9,0,5.028637409381586,7.29,6.07,0
2024-12-15,Village_D,205,2.9,1,2.6564787672312935,7.22,0.42,0
2024-12-16,Village_D,205,2.9,2,3.7234039661893714,7.43,0.46,0
2024-12-17,Village_D,205,2.9,2,3.2593759846105215,7.72,7.57,0
2024-12-18,Village_D,205,2.9,1,4.775071013617641,7.23,2.1,0
2024-12-19,Village_D,205,2.9,2,4.387585684038118,7.53,6.02,0
2024-12-20,Village_D,205,2.9,0,4.17976321606991,7.68,4.79,0
2024-12-21,Village_D,205,2.9,2,3.81153269630519,6.98,8.62,0
2024-12-22,Village_D,205,2.9,2,1.6036416502624655,7.08,9.63,0
2024-12-23,Village_D,205,2.9,2,1.5205204481640247,7.0,6.73,0
2024-12-24,Village_D,205,2.9,0,3.552564157301007,7.02,4.66,0
2024-12-25,Village_D,205,2.9,2,4.2166665668583505,7.75,4.96,0
2024-12-26,Village_D,205,2.9,1,3.41423482699675,7.67,4.1,0
2024-12-27,Village_D,205,2.9,1,1.1470672713347447,7.65,4.44,0
2024-12-28,Village_D,205,2.9,0,1.938135593256426,7.0,4.85,0
2024-12-29,Village_D,205,2.9,0,1.6456135322892138,7.41,1.92,0
2024-12-30,Village_D,205,2.9,2,1.9671482742524438,6.81,7.89,0
2024-12-31,Village_D,205,2.9,1,2.9148482954512884,7.43,6.48,0
2024-01-01,Village_E,122,2.1,2,3.1699037541043698,6.98,10.61,0
2024-01-02,Village_E,122,2.1,2,2.4381252106736224,7.45,3.12,0
2024-01-03,Village_E,122,2.1,0,1.4276756563237711,7.46,3.48,0
2024-01-04,Village_E,122,2.1,0,2.42678675893001,7.15,4.17,0
2024-01-05,Village_E,122,2.1,1,2.875603715795542,7.21,4.38,0
2024-01-06,Village_E,122,2.1,0,3.073711622040303,7.08,2.46,0
2024-01-07,Village_E,122,2.1,0,5.047324483435724,7.48,4.77,0
2024-01-08,Village_E,122,2.1,2,1.0501016923535296,7.18,9.02,0
2024-01-09,Village_E,122,2.1,0,0.6054408249941596,7.02,5.01,0
2024-01-10,Village_E,122,2.1,0,3.7363374486364007,7.2,2.25,0
2024-01-11,Village_E,122,2.1,1,1.5260117987317274,7.39,9.14,0
2024-01-12,Village_E,122,2.1,2,3.7079121108414927,7.06,8.07,0
2024-01-13,Village_E,122,2.1,2,4.5727543420354415,7.36,6.77,0
2024-01-14,Village_E,122,2.1,1,1.0341681816781785,7.43,12.43,0
2024-01-15,Village_E,122,2.1,0,4.001009601680793,7.02,6.8,0
2024-01-16,Village_E,122,2.1,1,3.9819658803175146,7.45,1.79,0
2024-01-17,Village_E,122,2.1,0,2.5380014940760867,7.2,14.47,0
2024-01-18,Village_E,122,2.1,2,5.255410425630155,6.99,13.09,0
2024-01-19,Village_E,122,2.1,1,4.098615731492478,7.14,7.59,0
2024-01-20,Village_E,122,2.1,0,3.093338812347594,7.79,12.08,0
2024-01-21,Village_E,122,2.1,0,3.8619321895733814,7.35,6.32,0
2024-01-22,Village_E,122,2.1,2,1.4135961067110268,7.5,3.61,0
2024-01-23,Village_E,122,2.1,1,1.4239178003202024,6.93,7.18,0
2024-01-24,Village_E,122,2.1,2,3.8650418303769936,7.42,4.07,0
2024-01-25,Village_E,122,2.1,2,1.5383346986924524,7.7,8.36,0
2024-01-26,Village_E,122,2.1,0,1.9823238735371156,6.89,3.02,0
2024-01-27,Village_E,122,2.1,0,2.776059441976826,7.42,2.14,0
2024-01-28,Village_E,122,2.1,0,1.9138896988689629,7.29,2.51,0
2024-01-29,Village_E,122,2.1,1,2.7467960949851586,7.3,4.57,0
2024-01-30,Village_E,122,2.1,2,3.696080330944443,7.04,0.78,0
2024-01-31,Village_E,122,2.1,1,3.982393207471814,7.2,4.17,0
2024-02-01,Village_E,122,2.1,2,1.6728595501301469,6.91,2.44,0
2024-02-02,Village_E,122,2.1,2,1.4046128228575294,7.21,7.96,0
2024-02-03,Village_E,122,2.1,2,3.028747141236467,7.06,5.67,0
2024-02-04,Village_E,122,2.1,1,2.9648717915651215,7.76,5.72,0
2024-02-05,Village_E,122,2.1,1,3.4288320780286607,7.26,3.27,0
2024-02-06,Village_E,122,2.1,0,1.0699454947045133,7.11,0.68,0
2024-02-07,Village_E,122,2.1,2,5.646718874797864,7.62,0.94,0
2024-02-08,Village_E,122,2.1,0,0.6993272878587942,7.47,6.29,0
2024-02-09,Village_E,122,2.1,1,3.23621769613694,6.94,1.35,0
2024-02-10,Village_E,122,2.1,0,5.297224226408205,6.98,4.0,0
2024-02-11,Village_E,122,2.1,0,1.9133579556253357,7.31,6.01,0
2024-02-12,Village_E,122,2.1,0,4.753052762061211,7.36,3.59,0
2024-02-13,Village_E,122,2.1,0,2.611252510979038,7.67,6.69,0
2024-02-14,Village_E,122,2.1,2,2.6300262454217354,7.34,4.48,0
2024-02-15,Village_E,122,2.1,0,2.937537847947734,7.52,1.31,0
2024-02-16,Village_E,122,2.1,2,3.9868979893366916,7.4,4.47,0
2024-02-17,Village_E,122,2.1,0,5.1943277649417405,7.76,8.36,0
2024-02-18,Village_E,122,2.1,2,2.329796181847791,7.05,4.46,0
2024-02-19,Village_E,122,2.1,0,4.4485662627719735,6.91,4.47,0
2024-02-20,Village_E,122,2.1,0,4.855128925457988,7.14,3.25,0
2024-02-21,Village_E,122,2.1,1,1.4026159393635849,6.98,1.53,0
2024-02-22,Village_E,122,2.1,1,2.6423355497274734,7.47,2.42,0
2024-02-23,Village_E,122,2.1,2,1.2933344361124628,7.68,2.53,0
2024-02-24,Village_E,122,2.1,1,4.4894707837601375,6.97,4.69,0
2024-02-25,Village_E,122,2.1,1,3.460549043893941,7.5,1.17,0
2024-02-26,Village_E,122,2.1,2,3.652327372787466,7.45,1.19,0
2024-02-27,Village_E,122,2.1,2,2.721308171231218,7.52,2.45,0
2024-02-28,Village_E,122,2.1,1,3.8287914800029825,7.61,2.08,0
2024-02-29,Village_E,122,2.1,0,5.620276691762097,6.8,6.76,0
2024-03-01,Village_E,122,2.1,0,2.751981845742914,7.69,0.34,0
2024-03-02,Village_E,122,2.1,1,2.2033366394519747,6.86,2.44,0
2024-03-03,Village_E,122,2.1,0,1.2128232844124762,7.72,2.34,0
2024-03-04,Village_E,122,2.1,0,3.116560715480901,7.44,4.39,0
2024-03-05,Village_E,122,2.1,1,3.6193849419246638,6.97,0.88,0
2024-03-06,Village_E,122,2.1,2,4.210537646305861,7.15,0.31,0
2024-03-07,Village_E,122,2.1,1,2.7887111314342183,7.52,3.21,0
2024-03-08,Village_E,122,2.1,2,2.2411418156177474,6.85,2.78,0
2024-03-09,Village_E,122,2.1,0,2.1161906268479167,7.67,0.98,0
2024-03-10,Village_E,122,2.1,0,5.195295929688478,7.58,0.32,0
2024-03-11,Village_E,122,2.1,1,3.0570805517766297,7.62,2.98,0
2024-03-12,Village_E,122,2.1,2,3.252692891629913,7.55,1.54,0
2024-03-13,Village_E,122,2.1,20,16.016150993040576,7.18,4.06,1
2024-03-14,Village_E,122,2.1,2,1.595913724796119,6.91,2.8,0
2024-03-15,Village_E,122,2.1,23,14.508547843348092,6.89,6.41,1
2024-03-16,Village_E,122,2.1,2,2.539306028635328,7.23,1.4,0
2024-03-17,Village_E,122,2.1,2,3.977687026798387,7.6,7.26,0
2024-03-18,Village_E,122,2.1,1,1.3728427208013345,7.64,2.7,0
2024-03-19,Village_E,122,2.1,1,4.57017927696941,7.17,6.12,0
2024-03-20,Village_E,122,2.1,2,2.728653876947349,6.99,6.47,0
2024-03-21,Village_E,122,2.1,2,2.258930460976156,6.83,1.11,0
2024-03-22,Village_E,122,2.1,2,1.7368309766099974,7.48,6.98,0
2024-03-23,Village_E,122,2.1,2,4.408135411721811,6.87,4.84,0
2024-03-24,Village_E,122,2.1,0,1.076007893184263,7.69,1.76,0
2024-03-25,Village_E,122,2.1,0,3.215217262940651,7.42,1.37,0
2024-03-26,Village_E,122,2.1,0,4.630785505427466,7.02,3.0,0
2024-03-27,Village_E,122,2.1,1,0.8309463131519369,7.2,4.63,0
2024-03-28,Village_E,122,2.1,2,2.513982706588903,7.4,4.53,0
2024-03-29,Village_E,122,2.1,0,2.0478171088868944,7.03,2.53,0
2024-03-30,Village_E,122,2.1,2,0.0,7.77,7.09,0
2024-03-31,Village_E,122,2.1,0,2.031379963206329,7.71,4.17,0
2024-04-01,Village_E,122,2.1,0,1.5511256673856522,7.19,7.7,0
2024-04-02,Village_E,122,2.1,0,1.098719401791989,7.37,2.93,0
2024-04-03,Village_E,122,2.1,2,2.6540169815037635,7.27,3.75,0
2024-04-04,Village_E,122,2.1,0,3.124546665389167,7.22,5.65,0
2024-04-05,Village_E,122,2.1,0,3.5174131529239783,7.17,3.39,0
2024-04-06,Village_E,122,2.1,2,3.5388093113261796,7.43,2.95,0
2024-04-07,Village_E,122,2.1,2,5.019863068332927,7.47,0.97,0
2024-04-08,Village_E,122,2.1,1,1.5589133052320907,7.76,4.92,0
2024-04-09,Village_E,122,2.1,0,4.055341725637238,7.31,3.09,0
2024-04-10,Village_E,122,2.1,2,3.814845310034832,7.28,4.53,0
2024-04-11,Village_E,122,2.1,1,4.751757758417291,7.6,9.11,0
2024-04-12,Village_E,122,2.1,0,1.0823207036437488,7.4,6.94,0
2024-04-13,Village_E,122,2.1,0,1.8745128838768128,7.65,7.97,0
2024-04-14,Village_E,122,2.1,0,4.082913584083004,7.46,12.25,0
2024-04-15,Village_E,122,2.1,2,5.049871857389082,6.98,5.33,0
2024-04-16,Village_E,122,2.1,0,1.4762092655892063,7.33,1.14,0
2024-04-17,Village_E,122,2.1,1,2.8988737385909515,7.47,4.65,0
2024-04-18,Village_E,122,2.1,2,3.0100353825286654,7.71,2.14,0
2024-04-19,Village_E,122,2.1,0,2.859746540074196,7.61,10.4,0
2024-04-20,Village_E,122,2.1,1,3.157884609919219,7.19,1.79,0
2024-04-21,Village_E,122,2.1,2,3.9227913857907777,6.84,0.29,0
2024-04-22,Village_E,122,2.1,2,2.7460804496699422,7.43,4.51,0
2024-04-23,Village_E,122,2.1,1,2.9423558111407964,7.7,4.9,0
2024-04-24,Village_E,122,2.1,0,1.6287263208344926,7.75,6.63,0
2024-04-25,Village_E,122,2.1,0,1.4279992317007637,7.05,7.02,0
2024-04-26,Village_E,122,2.1,1,1.7193504755644542,7.34,5.57,0
2024-04-27,Village_E,122,2.1,0,4.656021670489275,7.24,0.69,0
2024-04-28,Village_E,122,2.1,1,3.956559708350192,7.16,4.33,0
2024-04-29,Village_E,122,2.1,0,4.380226379187864,7.42,2.41,0
2024-04-30,Village_E,122,2.1,0,1.6908870120258879,7.2,3.43,0
2024-05-01,Village_E,122,2.1,2,3.489037933453366,6.8,1.29,0
2024-05-02,Village_E,122,2.1,2,3.4510165432805153,7.48,3.92,0
2024-05-03,Village_E,122,2.1,0,3.443977880442441,7.42,2.55,0
2024-05-04,Village_E,122,2.1,0,3.7871363664434483,7.3,2.05,0
2024-05-05,Village_E,122,2.1,0,4.553025061252025,7.71,3.03,0
2024-05-06,Village_E,122,2.1,0,0.5656341612740812,7.69,0.57,0
2024-05-07,Village_E,122,2.1,2,4.0414195559449,7.4,6.43,0
2024-05-08,Village_E,122,2.1,1,5.153887678757355,7.51,2.97,0
2024-05-09,Village_E,122,2.1,0,4.212500670011523,7.45,1.09,0
2024-05-10,Village_E,122,2.1,0,0.7826515405543485,7.13,3.84,0
2024-05-11,Village_E,122,2.1,2,3.884207567018542,7.36,3.01,0
2024-05-12,Village_E,122,2.1,1,4.425451232035178,7.35,10.72,0
2024-05-13,Village_E,122,2.1,2,2.7391079383079746,7.44,7.29,0
2024-05-14,Village_E,122,2.1,1,1.809433593671717,7.46,1.3,0
2024-05-15,Village_E,122,2.1,2,1.816621012761969,6.98,3.87,0
2024-05-16,Village_E,122,2.1,0,2.831495719960832,6.86,4.5,0
2024-05-17,Village_E,122,2.1,2,1.2170774000267646,7.29,0.4,0
2024-05-18,Village_E,122,2.1,1,3.372047830376232,7.02,2.49,0
2024-05-19,Village_E,122,2.1,2,4.236369322229936,6.96,3.61,0
2024-05-20,Village_E,122,2.1,21,15.994836007471811,7.71,3.23,1
2024-05-21,Village_E,122,2.1,2,2.839221657367288,7.01,4.12,0
2024-05-22,Village_E,122,2.1,1,2.1071552537803573,7.38,8.51,0
2024-05-23,Village_E,122,2.1,0,3.74689731577723,7.36,8.19,0
2024-05-24,Village_E,122,2.1,2,3.642676078536116,6.82,0.4,0
2024-05-25,Village_E,122,2.1,0,1.9655026264404205,7.38,3.16,0
2024-05-26,Village_E,122,2.1,2,3.122939166321298,6.85,4.61,0
2024-05-27,Village_E,122,2.1,1,2.0147730943085924,6.93,9.29,0
2024-05-28,Village_E,122,2.1,2,3.1077670560894157,7.34,3.75,0
2024-05-29,Village_E,122,2.1,0,2.8531375034387163,7.52,3.9,0
2024-05-30,Village_E,122,2.1,0,0.47503549518498456,7.0,6.76,0
2024-05-31,Village_E,122,2.1,1,4.140879589424573,7.01,6.11,0
2024-06-01,Village_E,122,2.1,0,2.0720777322590376,6.81,5.32,0
2024-06-02,Village_E,122,2.1,22,13.864573979087524,7.69,2.75,1
2024-06-03,Village_E,122,2.1,2,3.607202419598454,7.7,5.47,0
2024-06-04,Village_E,122,2.1,25,15.686858810468715,7.16,2.93,1
2024-06-05,Village_E,122,2.1,1,2.084274397079839,7.25,4.76,0
2024-06-06,Village_E,122,2.1,16,9.651481111692009,7.13,0.51,1
2024-06-07,Village_E,122,2.1,25,14.870848520239674,7.42,10.4,1
2024-06-08,Village_E,122,2.1,1,2.186651361364026,7.62,1.37,0
2024-06-09,Village_E,122,2.1,0,1.0306792263373907,7.02,2.21,0
2024-06-10,Village_E,122,2.1,0,2.138540073879805,6.86,8.13,0
2024-06-11,Village_E,122,2.1,1,3.5931927355037945,7.48,3.88,0
2024-06-12,Village_E,122,2.1,27,14.08858058127018,7.1,3.48,1
2024-06-13,Village_E,122,2.1,1,1.0742954036455261,7.06,10.18,0
2024-06-14,Village_E,122,2.1,1,0.6754299071348973,6.83,2.07,0
2024-06-15,Village_E,122,2.1,28,14.798645580328728,7.04,3.31,1
2024-06-16,Village_E,122,2.1,2,5.298928776950616,7.73,3.31,0
2024-06-17,Village_E,122,2.1,2,1.380384205434506,7.49,0.02,0
2024-06-18,Village_E,122,2.1,21,17.977844858252187,7.4,3.16,1
2024-06-19,Village_E,122,2.1,2,3.841870787231893,7.67,6.06,0
2024-06-20,Village_E,122,2.1,0,3.4827994512482876,6.99,0.98,0
2024-06-21,Village_E,122,2.1,17,11.530864929548123,7.64,1.08,1
2024-06-22,Village_E,122,2.1,1,2.795932139540735,7.73,12.45,0
2024-06-23,Village_E,122,2.1,1,4.570650912416822,7.21,5.87,0
2024-06-24,Village_E,122,2.1,0,4.233928165832295,7.63,7.36,0
2024-06-25,Village_E,122,2.1,1,5.104245432813216,7.68,2.6,0
2024-06-26,Village_E,122,2.1,2,1.773332804965435,7.34,0.32,0
2024-06-27,Village_E,122,2.1,1,4.006878447817801,7.21,2.3,0
2024-06-28,Village_E,122,2.1,2,2.141489269177249,6.91,4.79,0
2024-06-29,Village_E,122,2.1,2,2.7315468424418476,7.03,4.31,0
2024-06-30,Village_E,122,2.1,2,3.3978975705528294,7.68,2.75,0
2024-07-01,Village_E,122,2.1,1,2.4741838869841093,7.12,3.81,0
2024-07-02,Village_E,122,2.1,26,12.128559121442823,7.34,3.66,1
2024-07-03,Village_E,122,2.1,20,14.55281907100087,7.46,3.94,1
2024-07-04,Village_E,122,2.1,0,4.184214449650751,7.46,1.05,0
2024-07-05,Village_E,122,2.1,0,1.330660727391661,7.41,8.27,0
2024-07-06,Village_E,122,2.1,0,3.9270252383457613,6.88,2.29,0
2024-07-07,Village_E,122,2.1,28,11.617840597886996,6.87,2.33,1
2024-07-08,Village_E,122,2.1,17,14.402489547241581,7.01,9.17,1
2024-07-09,Village_E,122,2.1,1,0.6738063010677924,7.65,4.69,0
2024-07-10,Village_E,122,2.1,0,1.5836670426836412,7.32,8.36,0
2024-07-11,Village_E,122,2.1,2,3.8078982485697668,7.46,11.91,0
2024-07-12,Village_E,122,2.1,0,1.992279615225809,7.53,8.57,0
2024-07-13,Village_E,122,2.1,21,16.397791628546234,7.41,4.93,1
2024-07-14,Village_E,122,2.1,1,3.7094650767822834,6.94,4.22,0
2024-07-15,Village_E,122,2.1,1,4.828757472091033,7.45,9.42,0
2024-07-16,Village_E,122,2.1,2,1.9627144579172093,7.64,7.6,0
2024-07-17,Village_E,122,2.1,16,12.450301375718427,7.49,2.88,1
2024-07-18,Village_E,122,2.1,0,0.9808766933847202,7.64,8.58,0
2024-07-19,Village_E,122,2.1,0,4.312973525651888,7.46,2.35,0
2024-07-20,Village_E,122,2.1,2,4.309084597822162,7.62,11.93,0
2024-07-21,Village_E,122,2.1,0,1.4194071515562363,7.58,6.59,0
2024-07-22,Village_E,122,2.1,2,2.984941278140856,7.66,0.68,0
2024-07-23,Village_E,122,2.1,1,4.462841587001988,7.04,7.32,0
2024-07-24,Village_E,122,2.1,0,3.431935918238584,6.94,8.05,0
2024-07-25,Village_E,122,2.1,2,3.7199724554804394,7.78,3.74,0
2024-07-26,Village_E,122,2.1,29,17.127559802223022,6.83,7.61,1
2024-07-27,Village_E,122,2.1,0,4.024520809961605,6.91,2.46,0
2024-07-28,Village_E,122,2.1,1,3.7372059679984266,7.55,1.32,0
2024-07-29,Village_E,122,2.1,1,1.8386249742584764,7.48,4.69,0
2024-07-30,Village_E,122,2.1,2,4.238128593372943,7.17,5.64,0
2024-07-31,Village_E,122,2.1,25,8.364490634369815,7.35,0.95,1
2024-08-01,Village_E,122,2.1,0,4.282020207640989,7.46,5.6,0
2024-08-02,Village_E,122,2.1,2,4.030588286119841,7.08,5.85,0
2024-08-03,Village_E,122,2.1,1,1.993237169325484,7.0,0.56,0
2024-08-04,Village_E,122,2.1,0,1.705655821080424,7.76,2.58,0
2024-08-05,Village_E,122,2.1,1,4.288862624431538,7.09,2.49,0
2024-08-06,Village_E,122,2.1,1,2.2277695614962925,7.51,9.06,0
2024-08-07,Village_E,122,2.1,2,1.7775992634089826,7.19,3.89,0
2024-08-08,Village_E,122,2.1,0,3.729301276481306,7.37,4.81,0
2024-08-09,Village_E,122,2.1,0,3.5944522014444056,6.83,8.92,0
2024-08-10,Village_E,122,2.1,24,15.775187423952863,7.22,1.34,1
2024-08-11,Village_E,122,2.1,1,5.403078703145508,6.98,5.95,0
2024-08-12,Village_E,122,2.1,2,1.8925367321236664,7.21,3.16,0
2024-08-13,Village_E,122,2.1,2,5.2622399968464375,6.92,2.89,0
2024-08-14,Village_E,122,2.1,0,0.8122567280473774,7.14,2.19,0
2024-08-15,Village_E,122,2.1,2,3.0517417447709727,7.26,1.03,0
2024-08-16,Village_E,122,2.1,2,3.0712729212235637,7.03,0.85,0
2024-08-17,Village_E,122,2.1,1,3.3051622347536607,7.73,4.06,0
2024-08-18,Village_E,122,2.1,0,2.827309744611211,7.06,4.6,0
2024-08-19,Village_E,122,2.1,1,3.6311826687239765,6.9,4.46,0
2024-08-20,Village_E,122,2.1,0,4.965595797663341,7.67,5.84,0
2024-08-21,Village_E,122,2.1,29,14.640087595568195,7.79,1.47,1
2024-08-22,Village_E,122,2.1,2,2.787707156520617,7.11,3.61,0
2024-08-23,Village_E,122,2.1,15,12.123603506946008,6.94,2.13,1
2024-08-24,Village_E,122,2.1,1,3.1392234408434647,7.39,5.69,0
2024-08-25,Village_E,122,2.1,1,3.634590825574027,7.57,3.97,0
2024-08-26,Village_E,122,2.1,0,3.2256778788377973,7.02,3.84,0
2024-08-27,Village_E,122,2.1,0,3.0629910557606435,7.31,6.93,0
2024-08-28,Village_E,122,2.1,28,15.436356201986092,7.15,2.94,1
2024-08-29,Village_E,122,2.1,0,2.0534419537577535,6.85,4.97,0
2024-08-30,Village_E,122,2.1,1,2.300688354284418,7.22,0.64,0
2024-08-31,Village_E,122,2.1,19,10.228211388321348,7.6,10.99,1
2024-09-01,Village_E,122,2.1,2,2.090585218736138,6.94,2.13,0
2024-09-02,Village_E,122,2.1,2,4.455405102883015,7.16,8.54,0
2024-09-03,Village_E,122,2.1,2,2.6017836580694387,7.77,4.44,0
2024-09-04,Village_E,122,2.1,24,13.709283157236673,7.05,9.54,1
2024-09-05,Village_E,122,2.1,1,0.2519288318267032,7.0,0.05,0
2024-09-06,Village_E,122,2.1,0,1.2519956306233626,7.67,5.34,0
2024-09-07,Village_E,122,2.1,2,1.775049068903812,7.03,0.28,0
2024-09-08,Village_E,122,2.1,1,1.3308695007656808,7.3,1.02,0
2024-09-09,Village_E,122,2.1,21,15.99900054187085,7.21,6.15,1
2024-09-10,Village_E,122,2.1,2,4.160717096641934,6.9,7.81,0
2024-09-11,Village_E,122,2.1,26,18.046550830981978,7.45,4.51,1
2024-09-12,Village_E,122,2.1,0,2.6454451947588935,7.29,3.57,0
2024-09-13,Village_E,122,2.1,2,3.137990730864579,7.33,0.25,0
2024-09-14,Village_E,122,2.1,0,3.200649814938644,6.95,6.93,0
2024-09-15,Village_E,122,2.1,1,4.285356579027767,6.95,0.0,0
2024-09-16,Village_E,122,2.1,2,2.974713747031946,6.88,3.16,0
2024-09-17,Village_E,122,2.1,0,1.5044996665678267,7.0,7.06,0
2024-09-18,Village_E,122,2.1,0,4.406769918475331,7.27,1.3,0
2024-09-19,Village_E,122,2.1,0,4.467322884295336,7.39,12.85,0
2024-09-20,Village_E,122,2.1,2,1.3963054197489726,7.57,12.87,0
2024-09-21,Village_E,122,2.1,25,10.330664756703985,7.52,7.74,1
2024-09-22,Village_E,122,2.1,0,3.6646382128481814,7.19,7.34,0
2024-09-23,Village_E,122,2.1,0,1.980388103562399,7.32,1.49,0
2024-09-24,Village_E,122,2.1,1,2.5926293344027185,7.68,12.82,0
2024-09-25,Village_E,122,2.1,0,1.4918821499338455,7.8,1.5,0
2024-09-26,Village_E,122,2.1,1,1.2600975335396316,7.47,1.5,0
2024-09-27,Village_E,122,2.1,0,1.48163795815323,6.9,9.56,0
2024-09-28,Village_E,122,2.1,1,4.583875898951961,7.11,1.31,0
2024-09-29,Village_E,122,2.1,18,14.174027894999115,7.09,1.84,1
2024-09-30,Village_E,122,2.1,0,3.6988639042594067,7.7,2.75,0
2024-10-01,Village_E,122,2.1,2,3.1755454623460495,7.21,10.47,0
2024-10-02,Village_E,122,2.1,0,5.248323265276578,7.14,11.45,0
2024-10-03,Village_E,122,2.1,2,1.165928218948889,7.45,11.41,0
2024-10-04,Village_E,122,2.1,1,3.0926777387570037,6.96,4.85,0
2024-10-05,Village_E,122,2.1,1,2.722535073969427,7.57,6.66,0
2024-10-06,Village_E,122,2.1,0,2.9979294034056,7.35,3.12,0
2024-10-07,Village_E,122,2.1,0,3.7571669568138124,7.72,0.58,0
2024-10-08,Village_E,122,2.1,0,2.749555437317464,7.34,6.4,0
2024-10-09,Village_E,122,2.1,2,3.1600451781026972,7.35,0.2,0
2024-10-10,Village_E,122,2.1,0,4.609270214718767,6.91,0.92,0
2024-10-11,Village_E,122,2.1,1,4.5303873865724285,7.54,4.03,0
2024-10-12,Village_E,122,2.1,1,1.09147645045899,7.27,1.09,0
2024-10-13,Village_E,122,2.1,2,3.7236542033021984,6.99,1.03,0
2024-10-14,Village_E,122,2.1,1,3.5535508702902305,7.64,12.88,0
2024-10-15,Village_E,122,2.1,2,3.0587371455105896,7.66,5.5,0
2024-10-16,Village_E,122,2.1,1,4.945484344123513,7.74,0.01,0
2024-10-17,Village_E,122,2.1,2,0.5953860649182219,7.69,3.56,0
2024-10-18,Village_E,122,2.1,2,1.9792019786890334,7.57,5.15,0
2024-10-19,Village_E,122,2.1,0,4.232555077400692,6.92,10.47,0
2024-10-20,Village_E,122,2.1,1,3.037968331472488,7.55,1.68,0
2024-10-21,Village_E,122,2.1,0,4.349600108249926,7.53,3.0,0
2024-10-22,Village_E,122,2.1,0,1.8504268330356304,7.4,0.83,0
2024-10-23,Village_E,122,2.1,1,3.9041227779417755,7.59,1.87,0
2024-10-24,Village_E,122,2.1,1,0.7435523345746705,6.84,9.8,0
2024-10-25,Village_E,122,2.1,1,5.123498232505647,7.05,4.48,0
2024-10-26,Village_E,122,2.1,1,4.5138452479717355,7.03,0.15,0
2024-10-27,Village_E,122,2.1,2,1.5278866174251058,7.23,11.94,0
2024-10-28,Village_E,122,2.1,0,1.9451208452498505,6.81,4.26,0
2024-10-29,Village_E,122,2.1,2,4.218720337543565,7.27,0.97,0
2024-10-30,Village_E,122,2.1,2,4.252498181915815,7.09,3.31,0
2024-10-31,Village_E,122,2.1,2,3.1428917426624676,7.29,5.55,0
2024-11-01,Village_E,122,2.1,2,1.5150017121840902,7.1,1.11,0
2024-11-02,Village_E,122,2.1,1,1.6718214562678795,7.01,1.93,0
2024-11-03,Village_E,122,2.1,1,2.409970758354023,7.08,9.93,0
2024-11-04,Village_E,122,2.1,0,0.7146934431943157,7.77,2.24,0
2024-11-05,Village_E,122,2.1,1,4.637293829606957,7.38,1.51,0
2024-11-06,Village_E,122,2.1,2,4.401186048324204,7.14,1.13,0
2024-11-07,Village_E,122,2.1,0,2.173595182494148,6.81,1.86,0
2024-11-08,Village_E,122,2.1,2,1.1039955877992595,7.3,0.98,0
2024-11-09,Village_E,122,2.1,1,0.9244132784589763,7.08,1.54,0
2024-11-10,Village_E,122,2.1,2,4.700311232798816,7.53,0.49,0
2024-11-11,Village_E,122,2.1,1,4.372155869156759,7.45,1.48,0
2024-11-12,Village_E,122,2.1,1,2.800412336233877,6.83,8.45,0
2024-11-13,Village_E,122,2.1,0,3.3238453272466675,7.4,0.45,0
2024-11-14,Village_E,122,2.1,0,2.2306834643913196,7.44,6.71,0
2024-11-15,Village_E,122,2.1,2,1.8815281094846077,7.0,6.76,0
2024-11-16,Village_E,122,2.1,1,1.2463985683739842,7.6,2.9,0
2024-11-17,Village_E,122,2.1,0,1.6793085212919108,7.49,4.66,0
2024-11-18,Village_E,122,2.1,1,3.232125212097848,7.58,0.13,0
2024-11-19,Village_E,122,2.1,2,3.5568653636752554,7.76,1.46,0
2024-11-20,Village_E,122,2.1,0,2.669794850496977,7.21,2.34,0
2024-11-21,Village_E,122,2.1,1,3.1295430288353874,6.82,5.54,0
2024-11-22,Village_E,122,2.1,1,2.281643842856888,6.85,6.26,0
2024-11-23,Village_E,122,2.1,1,4.459419941321936,7.69,10.09,0
2024-11-24,Village_E,122,2.1,0,3.0689559743229466,6.82,6.42,0
2024-11-25,Village_E,122,2.1,1,3.1876269598575635,7.52,2.77,0
2024-11-26,Village_E,122,2.1,1,1.4166357971610224,7.0,0.76,0
2024-11-27,Village_E,122,2.1,24,17.15041558230098,7.07,4.29,1
2024-11-28,Village_E,122,2.1,1,5.406146009446186,7.39,1.14,0
2024-11-29,Village_E,122,2.1,0,1.4865853175638424,7.38,14.75,0
